OrderID	OrderType	Status	Symbol	Time	Comment	Volume	Price	TakeProfit	StopLoss	Profit	Swap	Commission	Balance	Equity	Margin	FreeMargin
14	buy	OPEN	USDCHF	10:01:2018 08:00:00	CSV Order #7	0.1	0.98412	0.98512	0.98382	0.0	0.0	0.0	10008.03	10007.62	100.0	9907.62
14	buy	CLOSE	USDCHF	10:01:2018 09:03:18	CSV Order #7 - CLOSED	0.1	0.98382	0.0	0.0	-3.4	0.0	-0.35000000000000003	10004.98	10004.98	0.0	10004.98
16	sell	OPEN	USDCHF	11:01:2018 08:00:00	CSV Order #8	0.1	0.97885	0.97785	0.97915	0.0	0.0	0.0	10004.98	10004.88	100.0	9904.88
16	sell	CLOSE	USDCHF	11:01:2018 08:09:37	CSV Order #8 - CLOSED	0.1	0.97915	0.0	0.0	-3.41	0.0	-0.35000000000000003	10001.92	10001.92	0.0	10001.92
18	sell	OPEN	USDCHF	12:01:2018 08:00:00	CSV Order #9	0.1	0.97685	0.97585	0.97715	0.0	0.0	0.0	10001.92	10001.41	100.0	9901.41
18	sell	CLOSE	USDCHF	12:01:2018 09:06:15	CSV Order #9 - CLOSED	0.1	0.97585	0.0	0.0	9.9	0.0	-0.35000000000000003	10012.17	10012.17	0.0	10012.17
20	sell	OPEN	USDCHF	15:01:2018 08:00:00	CSV Order #10	0.1	0.96652	0.96552	0.96682	0.0	0.0	0.0	10012.17	10011.65	100.0	9911.65
20	sell	CLOSE	USDCHF	15:01:2018 08:57:13	CSV Order #10 - CLOSED	0.1	0.96682	0.0	0.0	-3.45	0.0	-0.35000000000000003	10009.07	10009.07	0.0	10009.07
22	sell	OPEN	USDCHF	16:01:2018 08:00:00	CSV Order #11	0.1	0.96384	0.96284	0.96414	0.0	0.0	0.0	10009.07	10008.34	100.0	9908.34
22	sell	CLOSE	USDCHF	16:01:2018 08:07:14	CSV Order #11 - CLOSED	0.1	0.96414	0.0	0.0	-3.46	0.0	-0.35000000000000003	10005.96	10005.96	0.0	10005.96
24	sell	OPEN	USDCHF	17:01:2018 08:00:00	CSV Order #12	0.1	0.96259	0.96159	0.9628899999999999	0.0	0.0	0.0	10005.96	10005.34	100.0	9905.34
24	sell	CLOSE	USDCHF	17:01:2018 08:02:32	CSV Order #12 - CLOSED	0.1	0.96289	0.0	0.0	-3.47	0.0	-0.35000000000000003	10002.84	10002.84	0.0	10002.84
26	buy	OPEN	USDCHF	18:01:2018 08:00:00	CSV Order #13	0.1	0.96374	0.96474	0.9634400000000001	0.0	0.0	0.0	10002.84	10002.42	100.0	9902.42
26	buy	CLOSE	USDCHF	18:01:2018 09:12:40	CSV Order #13 - CLOSED	0.1	0.96475	0.0	0.0	10.120000000000001	0.0	-0.35000000000000003	10013.31	10013.31	0.0	10013.31
28	sell	OPEN	USDCHF	19:01:2018 08:00:00	CSV Order #14	0.1	0.95741	0.95641	0.95771	0.0	0.0	0.0	10013.31	10013.0	100.0	9913.0
28	sell	CLOSE	USDCHF	19:01:2018 09:26:39	CSV Order #14 - CLOSED	0.1	0.95637	0.0	0.0	10.52	0.0	-0.35000000000000003	10024.18	10024.18	0.0	10024.18
30	buy	OPEN	USDCHF	22:01:2018 08:00:00	CSV Order #15	0.1	0.9628	0.9638	0.9625	0.0	0.0	0.0	10024.18	10023.87	100.0	9923.87
30	buy	CLOSE	USDCHF	22:01:2018 08:34:33	CSV Order #15 - CLOSED	0.1	0.9625	0.0	0.0	-3.47	0.0	-0.35000000000000003	10021.06	10021.06	0.0	10021.06
32	buy	OPEN	USDCHF	23:01:2018 08:00:00	CSV Order #16	0.1	0.96203	0.96303	0.9617300000000001	0.0	0.0	0.0	10021.06	10020.44	100.0	9920.44
32	buy	CLOSE	USDCHF	23:01:2018 08:07:05	CSV Order #16 - CLOSED	0.1	0.96173	0.0	0.0	-3.47	0.0	-0.35000000000000003	10017.94	10017.94	0.0	10017.94
34	sell	OPEN	USDCHF	24:01:2018 08:00:00	CSV Order #17	0.1	0.95499	0.95399	0.95529	0.0	0.0	0.0	10017.94	10017.52	100.0	9917.52
34	sell	CLOSE	USDCHF	24:01:2018 08:33:15	CSV Order #17 - CLOSED	0.1	0.95529	0.0	0.0	-3.49	0.0	-0.35000000000000003	10014.8	10014.8	0.0	10014.8
36	sell	OPEN	USDCHF	25:01:2018 08:00:00	CSV Order #18	0.1	0.94204	0.94104	0.94234	0.0	0.0	0.0	10014.8	10014.38	100.0	9914.38
36	sell	CLOSE	USDCHF	25:01:2018 08:16:05	CSV Order #18 - CLOSED	0.1	0.94104	0.0	0.0	10.280000000000001	0.0	-0.35000000000000003	10025.43	10025.43	0.0	10025.43
38	sell	OPEN	USDCHF	26:01:2018 08:00:00	CSV Order #19	0.1	0.93935	0.93835	0.93965	0.0	0.0	0.0	10025.43	10025.0	100.0	9925.0
38	sell	CLOSE	USDCHF	26:01:2018 08:16:39	CSV Order #19 - CLOSED	0.1	0.93834	0.0	0.0	10.41	0.0	-0.35000000000000003	10036.19	10036.19	0.0	10036.19
40	sell	OPEN	USDCHF	29:01:2018 08:00:00	CSV Order #20	0.1	0.93607	0.93507	0.9363699999999999	0.0	0.0	0.0	10036.19	10035.87	100.0	9935.87
40	sell	CLOSE	USDCHF	29:01:2018 08:24:06	CSV Order #20 - CLOSED	0.1	0.93637	0.0	0.0	-3.5500000000000003	0.0	-0.35000000000000003	10032.99	10032.99	0.0	10032.99
42	buy	OPEN	USDCHF	30:01:2018 08:00:00	CSV Order #21	0.1	0.93812	0.93912	0.93782	0.0	0.0	0.0	10032.99	10032.24	100.0	9932.24
42	buy	CLOSE	USDCHF	30:01:2018 08:17:15	CSV Order #21 - CLOSED	0.1	0.93782	0.0	0.0	-3.5500000000000003	0.0	-0.35000000000000003	10029.79	10029.79	0.0	10029.79
44	sell	OPEN	USDCHF	31:01:2018 08:00:00	CSV Order #22	0.1	0.93288	0.93188	0.93318	0.0	0.0	0.0	10029.79	10029.25	100.0	9929.25
44	sell	CLOSE	USDCHF	31:01:2018 08:42:41	CSV Order #22 - CLOSED	0.1	0.93185	0.0	0.0	10.700000000000001	0.0	-0.35000000000000003	10040.84	10040.84	0.0	10040.84
46	sell	OPEN	USDCHF	01:02:2018 08:00:00	CSV Order #23	0.1	0.93137	0.93037	0.93167	0.0	0.0	0.0	10040.84	10040.09	100.0	9940.09
46	sell	CLOSE	USDCHF	01:02:2018 08:04:27	CSV Order #23 - CLOSED	0.1	0.93168	0.0	0.0	-3.68	0.0	-0.35000000000000003	10037.51	10037.51	0.0	10037.51
48	sell	OPEN	USDCHF	02:02:2018 08:00:00	CSV Order #24	0.1	0.92678	0.92578	0.92708	0.0	0.0	0.0	10037.51	10036.75	100.0	9936.75
48	sell	CLOSE	USDCHF	02:02:2018 08:00:27	CSV Order #24 - CLOSED	0.1	0.92708	0.0	0.0	-3.5900000000000003	0.0	-0.35000000000000003	10034.27	10034.27	0.0	10034.27
50	buy	OPEN	USDCHF	05:02:2018 08:00:00	CSV Order #25	0.1	0.93008	0.93108	0.92978	0.0	0.0	0.0	10034.27	10033.84	100.0	9933.84
50	buy	CLOSE	USDCHF	05:02:2018 09:02:34	CSV Order #25 - CLOSED	0.1	0.93108	0.0	0.0	10.39	0.0	-0.35000000000000003	10045.01	10045.01	0.0	10045.01
52	buy	OPEN	USDCHF	06:02:2018 08:00:00	CSV Order #26	0.1	0.93217	0.93317	0.9318700000000001	0.0	0.0	0.0	10045.01	10044.58	100.0	9944.58
52	buy	CLOSE	USDCHF	06:02:2018 08:07:45	CSV Order #26 - CLOSED	0.1	0.93184	0.0	0.0	-3.89	0.0	-0.35000000000000003	10041.47	10041.47	0.0	10041.47
54	buy	OPEN	USDCHF	07:02:2018 08:00:00	CSV Order #27	0.1	0.93497	0.93597	0.93467	0.0	0.0	0.0	10041.47	10041.04	100.0	9941.04
54	buy	CLOSE	USDCHF	07:02:2018 08:32:16	CSV Order #27 - CLOSED	0.1	0.93464	0.0	0.0	-3.8800000000000003	0.0	-0.35000000000000003	10037.94	10037.94	0.0	10037.94
56	buy	OPEN	USDCHF	08:02:2018 08:00:00	CSV Order #28	0.1	0.94406	0.94506	0.94376	0.0	0.0	0.0	10037.94	10037.3	100.0	9937.3
56	buy	CLOSE	USDCHF	08:02:2018 08:05:27	CSV Order #28 - CLOSED	0.1	0.94376	0.0	0.0	-3.5300000000000002	0.0	-0.35000000000000003	10034.76	10034.76	0.0	10034.76
58	sell	OPEN	USDCHF	09:02:2018 08:00:00	CSV Order #29	0.1	0.93814	0.93714	0.9384399999999999	0.0	0.0	0.0	10034.76	10034.12	100.0	9934.12
58	sell	CLOSE	USDCHF	09:02:2018 08:33:39	CSV Order #29 - CLOSED	0.1	0.93714	0.0	0.0	10.32	0.0	-0.35000000000000003	10045.43	10045.43	0.0	10045.43
60	buy	OPEN	USDCHF	12:02:2018 08:00:00	CSV Order #30	0.1	0.93825	0.93925	0.9379500000000001	0.0	0.0	0.0	10045.43	10044.9	100.0	9944.9
60	buy	CLOSE	USDCHF	12:02:2018 08:03:04	CSV Order #30 - CLOSED	0.1	0.93794	0.0	0.0	-3.66	0.0	-0.35000000000000003	10042.12	10042.12	0.0	10042.12
62	sell	OPEN	USDCHF	13:02:2018 08:00:00	CSV Order #31	0.1	0.9375	0.9365	0.9378	0.0	0.0	0.0	10042.12	10041.27	100.0	9941.27
62	sell	CLOSE	USDCHF	13:02:2018 08:22:27	CSV Order #31 - CLOSED	0.1	0.9365	0.0	0.0	10.33	0.0	-0.35000000000000003	10052.8	10052.8	0.0	10052.8
64	sell	OPEN	USDCHF	14:02:2018 08:00:00	CSV Order #32	0.1	0.93275	0.93175	0.9330499999999999	0.0	0.0	0.0	10052.8	10051.84	100.0	9951.84
64	sell	CLOSE	USDCHF	14:02:2018 08:03:16	CSV Order #32 - CLOSED	0.1	0.93305	0.0	0.0	-3.5700000000000003	0.0	-0.35000000000000003	10049.58	10049.58	0.0	10049.58
66	sell	OPEN	USDCHF	15:02:2018 08:00:00	CSV Order #33	0.1	0.92761	0.92661	0.92791	0.0	0.0	0.0	10049.58	10048.72	100.0	9948.72
66	sell	CLOSE	USDCHF	15:02:2018 08:09:39	CSV Order #33 - CLOSED	0.1	0.92793	0.0	0.0	-3.8000000000000003	0.0	-0.35000000000000003	10046.13	10046.13	0.0	10046.13
68	sell	OPEN	USDCHF	16:02:2018 08:00:00	CSV Order #34	0.1	0.91932	0.91832	0.91962	0.0	0.0	0.0	10046.13	10045.37	100.0	9945.37
68	sell	CLOSE	USDCHF	16:02:2018 08:09:01	CSV Order #34 - CLOSED	0.1	0.91963	0.0	0.0	-3.72	0.0	-0.35000000000000003	10042.76	10042.76	0.0	10042.76
70	buy	OPEN	USDCHF	19:02:2018 08:00:00	CSV Order #35	0.1	0.92872	0.92972	0.92842	0.0	0.0	0.0	10042.76	10042.11	100.0	9942.11
70	buy	CLOSE	USDCHF	19:02:2018 08:02:29	CSV Order #35 - CLOSED	0.1	0.92842	0.0	0.0	-3.58	0.0	-0.35000000000000003	10039.53	10039.53	0.0	10039.53
72	buy	OPEN	USDCHF	20:02:2018 08:00:00	CSV Order #36	0.1	0.93127	0.93227	0.9309700000000001	0.0	0.0	0.0	10039.53	10038.89	100.0	9938.89
72	buy	CLOSE	USDCHF	20:02:2018 08:32:24	CSV Order #36 - CLOSED	0.1	0.93097	0.0	0.0	-3.5700000000000003	0.0	-0.35000000000000003	10036.31	10036.31	0.0	10036.31
74	buy	OPEN	USDCHF	21:02:2018 08:00:00	CSV Order #37	0.1	0.93763	0.93863	0.93733	0.0	0.0	0.0	10036.31	10035.67	100.0	9935.67
74	buy	CLOSE	USDCHF	21:02:2018 08:08:39	CSV Order #37 - CLOSED	0.1	0.93733	0.0	0.0	-3.5500000000000003	0.0	-0.35000000000000003	10033.11	10033.11	0.0	10033.11
76	buy	OPEN	USDCHF	22:02:2018 08:00:00	CSV Order #38	0.1	0.9396	0.9406	0.9393	0.0	0.0	0.0	10033.11	10032.37	100.0	9932.37
76	buy	CLOSE	USDCHF	22:02:2018 08:08:29	CSV Order #38 - CLOSED	0.1	0.93928	0.0	0.0	-3.7600000000000002	0.0	-0.35000000000000003	10029.7	10029.7	0.0	10029.7
78	sell	OPEN	USDCHF	23:02:2018 08:00:00	CSV Order #39	0.1	0.93496	0.93396	0.93526	0.0	0.0	0.0	10029.7	10029.06	100.0	9929.06
78	sell	CLOSE	USDCHF	23:02:2018 08:39:19	CSV Order #39 - CLOSED	0.1	0.93526	0.0	0.0	-3.56	0.0	-0.35000000000000003	10026.49	10026.49	0.0	10026.49
80	buy	OPEN	USDCHF	26:02:2018 08:00:00	CSV Order #40	0.1	0.93355	0.93455	0.93325	0.0	0.0	0.0	10026.49	10025.95	100.0	9925.95
80	buy	CLOSE	USDCHF	26:02:2018 08:01:39	CSV Order #40 - CLOSED	0.1	0.93325	0.0	0.0	-3.56	0.0	-0.35000000000000003	10023.28	10023.28	0.0	10023.28
82	buy	OPEN	USDCHF	27:02:2018 08:00:00	CSV Order #41	0.1	0.93739	0.93839	0.93709	0.0	0.0	0.0	10023.28	10022.53	100.0	9922.53
82	buy	CLOSE	USDCHF	27:02:2018 08:25:59	CSV Order #41 - CLOSED	0.1	0.93708	0.0	0.0	-3.66	0.0	-0.35000000000000003	10019.97	10019.97	0.0	10019.97
84	buy	OPEN	USDCHF	28:02:2018 08:00:00	CSV Order #42	0.1	0.93975	0.94075	0.93945	0.0	0.0	0.0	10019.97	10019.65	100.0	9919.65
84	buy	CLOSE	USDCHF	28:02:2018 08:41:36	CSV Order #42 - CLOSED	0.1	0.93945	0.0	0.0	-3.54	0.0	-0.35000000000000003	10016.78	10016.78	0.0	10016.78
86	buy	OPEN	USDCHF	01:03:2018 08:00:00	CSV Order #43	0.1	0.94524	0.94624	0.94494	0.0	0.0	0.0	10016.78	10016.15	100.0	9916.15
86	buy	CLOSE	USDCHF	01:03:2018 08:24:25	CSV Order #43 - CLOSED	0.1	0.94494	0.0	0.0	-3.52	0.0	-0.35000000000000003	10013.61	10013.61	0.0	10013.61
88	sell	OPEN	USDCHF	02:03:2018 08:00:00	CSV Order #44	0.1	0.93894	0.93794	0.93924	0.0	0.0	0.0	10013.61	10013.18	100.0	9913.18
88	sell	CLOSE	USDCHF	02:03:2018 08:03:29	CSV Order #44 - CLOSED	0.1	0.93924	0.0	0.0	-3.54	0.0	-0.35000000000000003	10010.42	10010.42	0.0	10010.42
90	sell	OPEN	USDCHF	05:03:2018 08:00:00	CSV Order #45	0.1	0.93627	0.93527	0.93657	0.0	0.0	0.0	10010.42	10009.35	100.0	9909.35
90	sell	CLOSE	USDCHF	05:03:2018 08:01:35	CSV Order #45 - CLOSED	0.1	0.93657	0.0	0.0	-3.5500000000000003	0.0	-0.35000000000000003	10007.22	10007.22	0.0	10007.22
92	buy	OPEN	USDCHF	06:03:2018 08:00:00	CSV Order #46	0.1	0.93955	0.94055	0.93925	0.0	0.0	0.0	10007.22	10006.58	100.0	9906.58
92	buy	CLOSE	USDCHF	06:03:2018 08:03:26	CSV Order #46 - CLOSED	0.1	0.93925	0.0	0.0	-3.54	0.0	-0.35000000000000003	10004.03	10004.03	0.0	10004.03
94	sell	OPEN	USDCHF	07:03:2018 08:00:00	CSV Order #47	0.1	0.93735	0.93635	0.93765	0.0	0.0	0.0	10004.03	10003.5	100.0	9903.5
94	sell	CLOSE	USDCHF	07:03:2018 08:31:44	CSV Order #47 - CLOSED	0.1	0.93635	0.0	0.0	10.33	0.0	-0.35000000000000003	10014.71	10014.71	0.0	10014.71
96	buy	OPEN	USDCHF	08:03:2018 08:00:00	CSV Order #48	0.1	0.94352	0.94452	0.9432200000000001	0.0	0.0	0.0	10014.71	10014.07	100.0	9914.07
96	buy	CLOSE	USDCHF	08:03:2018 08:04:36	CSV Order #48 - CLOSED	0.1	0.94322	0.0	0.0	-3.5300000000000002	0.0	-0.35000000000000003	10011.53	10011.53	0.0	10011.53
98	buy	OPEN	USDCHF	09:03:2018 08:00:00	CSV Order #49	0.1	0.95194	0.95294	0.95164	0.0	0.0	0.0	10011.53	10011.11	100.0	9911.11
98	buy	CLOSE	USDCHF	09:03:2018 08:05:38	CSV Order #49 - CLOSED	0.1	0.95164	0.0	0.0	-3.5	0.0	-0.35000000000000003	10008.38	10008.38	0.0	10008.38
100	sell	OPEN	USDCHF	12:03:2018 08:00:00	CSV Order #50	0.1	0.94999	0.94899	0.95029	0.0	0.0	0.0	10008.38	10007.96	100.0	9907.96
100	sell	CLOSE	USDCHF	12:03:2018 08:04:38	CSV Order #50 - CLOSED	0.1	0.95029	0.0	0.0	-3.5100000000000002	0.0	-0.35000000000000003	10005.22	10005.22	0.0	10005.22
102	sell	OPEN	USDCHF	13:03:2018 08:00:00	CSV Order #51	0.1	0.94792	0.94692	0.94822	0.0	0.0	0.0	10005.22	10005.11	100.0	9905.11
102	sell	CLOSE	USDCHF	13:03:2018 08:43:05	CSV Order #51 - CLOSED	0.1	0.94822	0.0	0.0	-3.5100000000000002	0.0	-0.35000000000000003	10002.06	10002.06	0.0	10002.06
104	sell	OPEN	USDCHF	14:03:2018 08:00:00	CSV Order #52	0.1	0.94283	0.94183	0.9431299999999999	0.0	0.0	0.0	10002.06	10001.53	100.0	9901.53
104	sell	CLOSE	USDCHF	14:03:2018 08:01:44	CSV Order #52 - CLOSED	0.1	0.94315	0.0	0.0	-3.74	0.0	-0.35000000000000003	9998.67	9998.67	0.0	9998.67
106	buy	OPEN	USDCHF	15:03:2018 08:00:00	CSV Order #53	0.1	0.94457	0.94557	0.94427	0.0	0.0	0.0	9998.67	9998.14	100.0	9898.14
106	buy	CLOSE	USDCHF	15:03:2018 09:52:06	CSV Order #53 - CLOSED	0.1	0.94557	0.0	0.0	10.23	0.0	-0.35000000000000003	10009.25	10009.25	0.0	10009.25
108	buy	OPEN	USDCHF	16:03:2018 08:00:00	CSV Order #54	0.1	0.95028	0.95128	0.94998	0.0	0.0	0.0	10009.25	10008.62	100.0	9908.62
108	buy	CLOSE	USDCHF	16:03:2018 08:12:14	CSV Order #54 - CLOSED	0.1	0.94997	0.0	0.0	-3.61	0.0	-0.35000000000000003	10005.99	10005.99	0.0	10005.99
110	buy	OPEN	USDCHF	19:03:2018 08:00:00	CSV Order #55	0.1	0.95385	0.95485	0.95355	0.0	0.0	0.0	10005.99	10005.47	100.0	9905.47
110	buy	CLOSE	USDCHF	19:03:2018 08:07:38	CSV Order #55 - CLOSED	0.1	0.95355	0.0	0.0	-3.5	0.0	-0.35000000000000003	10002.84	10002.84	0.0	10002.84
112	sell	OPEN	USDCHF	20:03:2018 08:00:00	CSV Order #56	0.1	0.95208	0.95108	0.95238	0.0	0.0	0.0	10002.84	10002.21	100.0	9902.21
112	sell	CLOSE	USDCHF	20:03:2018 09:34:04	CSV Order #56 - CLOSED	0.1	0.95108	0.0	0.0	10.16	0.0	-0.35000000000000003	10013.35	10013.35	0.0	10013.35
114	buy	OPEN	USDCHF	21:03:2018 08:00:00	CSV Order #57	0.1	0.9549	0.9559	0.9546	0.0	0.0	0.0	10013.35	10012.72	100.0	9912.72
114	buy	CLOSE	USDCHF	21:03:2018 08:50:52	CSV Order #57 - CLOSED	0.1	0.95459	0.0	0.0	-3.6	0.0	-0.35000000000000003	10010.1	10010.1	0.0	10010.1
116	sell	OPEN	USDCHF	22:03:2018 08:00:00	CSV Order #58	0.1	0.94884	0.94784	0.94914	0.0	0.0	0.0	10010.1	10009.47	100.0	9909.47
116	sell	CLOSE	USDCHF	22:03:2018 09:10:30	CSV Order #58 - CLOSED	0.1	0.94784	0.0	0.0	10.200000000000001	0.0	-0.35000000000000003	10020.65	10020.65	0.0	10020.65
118	sell	OPEN	USDCHF	23:03:2018 08:00:00	CSV Order #59	0.1	0.94555	0.94455	0.94585	0.0	0.0	0.0	10020.65	10019.8	100.0	9919.8
118	sell	CLOSE	USDCHF	23:03:2018 08:46:35	CSV Order #59 - CLOSED	0.1	0.94454	0.0	0.0	10.34	0.0	-0.35000000000000003	10031.34	10031.34	0.0	10031.34
120	buy	OPEN	USDCHF	26:03:2018 08:00:01	CSV Order #60	0.1	0.94685	0.94785	0.94655	0.0	0.0	0.0	10031.34	10030.5	100.0	9930.5
120	buy	CLOSE	USDCHF	26:03:2018 09:15:26	CSV Order #60 - CLOSED	0.1	0.94785	0.0	0.0	10.200000000000001	0.0	-0.35000000000000003	10041.89	10041.89	0.0	10041.89
122	sell	OPEN	USDCHF	27:03:2018 08:00:00	CSV Order #61	0.1	0.94493	0.94393	0.94523	0.0	0.0	0.0	10041.89	10041.26	100.0	9941.26
122	sell	CLOSE	USDCHF	27:03:2018 08:34:29	CSV Order #61 - CLOSED	0.1	0.94523	0.0	0.0	-3.52	0.0	-0.35000000000000003	10038.72	10038.72	0.0	10038.72
124	buy	OPEN	USDCHF	28:03:2018 08:00:00	CSV Order #62	0.1	0.94759	0.94859	0.9472900000000001	0.0	0.0	0.0	10038.72	10038.09	100.0	9938.09
124	buy	CLOSE	USDCHF	28:03:2018 09:17:05	CSV Order #62 - CLOSED	0.1	0.94859	0.0	0.0	10.19	0.0	-0.35000000000000003	10049.26	10049.26	0.0	10049.26
126	buy	OPEN	USDCHF	29:03:2018 08:00:00	CSV Order #63	0.1	0.95568	0.95668	0.95538	0.0	0.0	0.0	10049.26	10048.74	100.0	9948.74
126	buy	CLOSE	USDCHF	29:03:2018 08:41:27	CSV Order #63 - CLOSED	0.1	0.95538	0.0	0.0	-3.49	0.0	-0.35000000000000003	10046.12	10046.12	0.0	10046.12
0	sell	FAILED	USDCHF	30:03:2018 08:00:01	CSV Order #64 - ERROR: invalid stops	0.1	0.95444	0.0	0.0	0.0	0.0	0.0	10046.12	10046.12	0.0	10046.12
0	sell	FAILED	USDCHF	30:03:2018 08:00:59	CSV Order #64 - ERROR: invalid stops	0.1	0.95444	0.0	0.0	0.0	0.0	0.0	10046.12	10046.12	0.0	10046.12
0	sell	FAILED	USDCHF	30:03:2018 08:01:00	CSV Order #64 - ERROR: invalid stops	0.1	0.95437	0.0	0.0	0.0	0.0	0.0	10046.12	10046.12	0.0	10046.12
0	sell	FAILED	USDCHF	30:03:2018 08:01:01	CSV Order #64 - ERROR: invalid stops	0.1	0.95427	0.0	0.0	0.0	0.0	0.0	10046.12	10046.12	0.0	10046.12
0	sell	FAILED	USDCHF	30:03:2018 08:01:03	CSV Order #64 - ERROR: invalid stops	0.1	0.95416	0.0	0.0	0.0	0.0	0.0	10046.12	10046.12	0.0	10046.12
0	sell	FAILED	USDCHF	30:03:2018 08:01:05	CSV Order #64 - ERROR: invalid stops	0.1	0.95418	0.0	0.0	0.0	0.0	0.0	10046.12	10046.12	0.0	10046.12
0	sell	FAILED	USDCHF	30:03:2018 08:01:07	CSV Order #64 - ERROR: invalid stops	0.1	0.9542	0.0	0.0	0.0	0.0	0.0	10046.12	10046.12	0.0	10046.12
0	sell	FAILED	USDCHF	30:03:2018 08:01:09	CSV Order #64 - ERROR: invalid stops	0.1	0.95423	0.0	0.0	0.0	0.0	0.0	10046.12	10046.12	0.0	10046.12
0	sell	FAILED	USDCHF	30:03:2018 08:01:11	CSV Order #64 - ERROR: invalid stops	0.1	0.95419	0.0	0.0	0.0	0.0	0.0	10046.12	10046.12	0.0	10046.12
0	sell	FAILED	USDCHF	30:03:2018 08:01:13	CSV Order #64 - ERROR: invalid stops	0.1	0.95415	0.0	0.0	0.0	0.0	0.0	10046.12	10046.12	0.0	10046.12
0	sell	FAILED	USDCHF	30:03:2018 08:01:15	CSV Order #64 - ERROR: invalid stops	0.1	0.9541	0.0	0.0	0.0	0.0	0.0	10046.12	10046.12	0.0	10046.12
0	sell	FAILED	USDCHF	30:03:2018 08:01:16	CSV Order #64 - ERROR: invalid stops	0.1	0.95412	0.0	0.0	0.0	0.0	0.0	10046.12	10046.12	0.0	10046.12
0	sell	FAILED	USDCHF	30:03:2018 08:01:18	CSV Order #64 - ERROR: invalid stops	0.1	0.95415	0.0	0.0	0.0	0.0	0.0	10046.12	10046.12	0.0	10046.12
0	sell	FAILED	USDCHF	30:03:2018 08:01:20	CSV Order #64 - ERROR: invalid stops	0.1	0.95418	0.0	0.0	0.0	0.0	0.0	10046.12	10046.12	0.0	10046.12
0	sell	FAILED	USDCHF	30:03:2018 08:01:22	CSV Order #64 - ERROR: invalid stops	0.1	0.95417	0.0	0.0	0.0	0.0	0.0	10046.12	10046.12	0.0	10046.12
0	sell	FAILED	USDCHF	30:03:2018 08:01:24	CSV Order #64 - ERROR: invalid stops	0.1	0.95418	0.0	0.0	0.0	0.0	0.0	10046.12	10046.12	0.0	10046.12
0	sell	FAILED	USDCHF	30:03:2018 08:01:26	CSV Order #64 - ERROR: invalid stops	0.1	0.95417	0.0	0.0	0.0	0.0	0.0	10046.12	10046.12	0.0	10046.12
0	sell	FAILED	USDCHF	30:03:2018 08:01:28	CSV Order #64 - ERROR: invalid stops	0.1	0.95419	0.0	0.0	0.0	0.0	0.0	10046.12	10046.12	0.0	10046.12
